City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
381,Dabola,GN,72.63,moderate rain,10.75,-11.1167,Hotel Tinkisso
382,Janauba,BR,72.57,clear sky,-15.8025,-43.3089,Ouro Norte Palace Hotel
383,Perigueux,FR,64.08,clear sky,45.1833,0.7167,Hôtel Mercure Périgueux Centre
385,Pemangkat,ID,77.29,overcast clouds,1.1667,108.9667,Ramah Kost KITA
386,Nuevitas,CU,83.64,overcast clouds,21.5453,-77.2644,Hotel Caonaba
387,Alibag,IN,77.07,light rain,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
390,Roblin,CA,68.02,scattered clouds,51.23,-101.3565,"Harvest Moon Inn, Roblin Manitboa"
391,Kysyl-Syr,RU,70.07,clear sky,63.8986,122.7617,
393,Sal Rei,CV,78.37,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
394,Bengkulu,ID,75.43,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
396,Lapeer,US,82.26,broken clouds,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
398,Zhezkazgan,KZ,74.03,clear sky,47.8043,67.7144,Hotel Zumrat
401,Fuerte Olimpo,PY,83.66,clear sky,-21.0415,-57.8738,Hospedaje DAMI
402,Hajnowka,PL,62.02,overcast clouds,52.7433,23.5812,"Zajazd i Restauracja ""Wrota Lasu"""
404,Syracuse,IT,81.99,clear sky,37.0881,15.2792,Hotel Posta
405,Yablonovo,RU,63.03,moderate rain,50.8523,37.3574,
406,Huarmey,PE,65.82,broken clouds,-10.0681,-78.1522,Hotel Miramar
407,Marsh Harbour,BS,83.91,broken clouds,26.5412,-77.0636,Abaco Beach Resort
408,Ucluelet,CA,73.71,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
409,Trairi,BR,77.97,overcast clouds,-3.2778,-39.2689,janelas do mar
411,Nishihara,JP,80.65,scattered clouds,26.1842,127.7558,Minshuku Agaihama
412,Kattivakkam,IN,83.07,few clouds,13.2167,80.3167,Euronova Freezer
413,Ilhabela,BR,68.31,few clouds,-23.7781,-45.3581,Ilha Flat Hotel
415,Sirnak,TR,73.47,clear sky,37.5228,42.4594,Şehr-i Nuh Otel
418,Bintulu,MY,75.61,scattered clouds,3.1667,113.0333,900 Boutique INN
421,Peleduy,RU,62.24,light rain,59.6289,112.7406,Гостиница «Уют»
422,Novosergiyevka,RU,63.66,overcast clouds,52.0934,53.6528,Gostinichnyy Kompleks Edem
423,Frutal,BR,74.23,clear sky,-20.0247,-48.9406,Hotel Recanto Dos Ipês
424,Saint-Joseph,RE,64.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
428,Tynda,RU,67.86,clear sky,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
429,Alghero,IT,75.29,clear sky,40.5589,8.3181,Smy Carlos V Alghero
432,Joshimath,IN,70.95,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
433,Sukhumi,GE,69.85,broken clouds,43.0033,41.0153,Leon Boutique Hotel
434,Panzhihua,CN,70.66,light rain,26.5851,101.7128,Electric Power Hotel
436,San Felipe,VE,78.15,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
438,Quatre Cocos,MU,68.11,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
439,Tarbes,FR,64.87,overcast clouds,43.25,0.1667,Quelle Vue (Gite Rural)
442,Bonthe,SL,75.88,broken clouds,7.5264,-12.505,Bonthe Holiday Village
443,Utrecht,NL,60.96,overcast clouds,52.0,5.25,Night Dijk
444,Alindao,CF,71.13,light rain,5.0267,21.2088,OCHA Alindao
445,Rocky Mountain House,CA,69.3,broken clouds,52.3668,-114.9188,Walking Eagle Inn & Lodge
446,Ungheni,MD,76.28,clear sky,47.2042,27.7958,Iri-Dana
447,Panlaitan,PH,82.85,overcast clouds,12.1191,119.8486,SOUTH BEACH
448,Novikovo,RU,63.95,light rain,51.1537,37.8879,
450,Puerto Quijarro,BO,82.89,clear sky,-17.7833,-57.7667,Hotel palance
451,Minna,NG,74.88,light rain,9.6139,6.5569,Royal Park hotel & suites
452,Banes,CU,84.61,few clouds,20.9625,-75.7186,Hostal Iván y yailet
453,Bandarbeyla,SO,76.3,scattered clouds,9.4942,50.8122,JABIR HOTEL
454,Mitsamiouli,KM,76.01,clear sky,-11.3847,43.2844,Foyer ADM
455,Mali,GN,61.12,light rain,12.079,-12.2982,Hotel La Dame de Mali
457,Eureka,US,73.2,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
458,Nisia Floresta,BR,79.18,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
459,Udachnyy,RU,68.45,overcast clouds,66.4167,112.4,Severnoye Siyaniye
460,Aykhal,RU,70.3,broken clouds,66.0,111.5,
461,Sardarpur,IN,72.27,broken clouds,22.678,74.9484,Shri Maya Lodge
462,Port Said,EG,80.58,clear sky,31.2565,32.2841,Aracan Hotel
464,Komsomolskiy,UZ,83.12,clear sky,40.4272,71.7189,Ikathouse
465,Cotonou,BJ,77.23,overcast clouds,6.3654,2.4183,Novotel Cotonou Orisha
466,Yingkou,CN,72.91,clear sky,40.6648,122.2283,Yingkou Juyin Junyue Hotel
470,Le Vauclin,MQ,84.25,few clouds,14.5452,-60.8388,Hôtel Cap Macabou
471,Saint-Augustin,CA,67.55,broken clouds,51.226,-58.6502,
472,Koulamoutou,GA,72.03,overcast clouds,-1.1303,12.4736,Motel Bouenguidi
473,Alamosa,US,78.78,clear sky,37.4695,-105.87,Best Western Alamosa Inn
474,Half Moon Bay,US,84.42,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
475,Pangkalanbuun,ID,73.02,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
477,Muros,ES,66.09,clear sky,42.7762,-9.0603,Apartment Av. Castelao
478,Hualmay,PE,64.44,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
479,Abu Samrah,SY,77.4,clear sky,35.3029,37.1841,
482,Alihe,CN,66.07,moderate rain,50.5667,123.7167,Alihe Forestry Hotel
483,Tra Vinh,VN,76.8,overcast clouds,9.9347,106.3453,Hồng Ân
484,Bouna,CI,71.46,overcast clouds,9.2667,-3.0,Hôtel lababa
485,Salalah,OM,75.29,light intensity drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
486,Nantucket,US,80.71,clear sky,41.2835,-70.0995,Jared Coffin House
489,Samarai,PG,79.11,scattered clouds,-10.6167,150.6667,Nuli Sapi
492,Wajir,KE,74.3,broken clouds,1.7471,40.0573,Mahatallah Hotel
493,Lagoa,PT,73.47,scattered clouds,39.05,-27.9833,Casa Das Faias
494,Strezhevoy,RU,60.85,overcast clouds,60.7333,77.5889,Sibiryachka
499,Qeshm,IR,84.09,heavy intensity rain,26.9581,56.2719,Qeshm Kavan Hotel
500,Gogaran,AM,60.64,scattered clouds,40.8926,44.1992,
501,Sasovo,RU,66.96,clear sky,54.3537,41.9199,Mini-gostinitsa
504,Omsukchan,RU,61.74,overcast clouds,62.5333,155.8,
505,Maceio,BR,74.64,overcast clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
506,Pennathur,IN,79.36,overcast clouds,12.25,79.2333,𝗠𝗲𝗿𝗿𝘆 𝗺𝗮𝘁𝗵𝗮 𝗸𝗼𝘃𝗶𝗹 𝘀𝘁𝗿𝗲𝗲𝘁
507,Margate,GB,63.3,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
510,Gushikawa,JP,80.6,clear sky,26.3544,127.8686,Kirari Guest House
511,Mirnyy,RU,71.24,clear sky,62.5353,113.9611,квартира
512,Karratha,AU,66.94,clear sky,-20.7377,116.8463,ibis Styles Karratha
514,Mocuba,MZ,62.98,overcast clouds,-16.8392,36.9856,Phama Lodge
515,Santa Maria,BR,67.3,clear sky,-29.6842,-53.8069,Hotel Morotin
518,Novopokrovka,UA,62.85,scattered clouds,49.8425,36.5477,Пудж дом
522,Musiri,IN,78.84,moderate rain,10.9333,78.45,HOTEL GATEWAY
524,Porto Torres,IT,75.38,clear sky,40.835,8.3972,Hotel Elisa
525,Poysdorf,AT,67.28,scattered clouds,48.6667,16.6333,Hotel & Restaurant Neustifter
528,Faya,SA,66.31,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
529,San Roque,ES,83.23,clear sky,36.2107,-5.3842,Hotel Guadacorte Park
530,San Javier,ES,83.46,broken clouds,37.8063,-0.8374,Hotel Mar Menor
531,Chateaudun,FR,67.95,scattered clouds,48.0833,1.3333,"Logis Hôtel ""Entre Beauce & Perche"""
532,Clyde,US,82.9,broken clouds,41.3042,-82.9752,Red Roof Inn Clyde
533,Okitipupa,NG,73.47,light rain,6.5047,4.7839,Coastal Hotel & Suites
535,Boende,CD,71.64,overcast clouds,-0.2167,20.8667,
536,Tunggol,PH,79.68,light rain,5.8446,121.1544,
538,Pucallpa,PE,80.64,broken clouds,-8.3791,-74.5539,Hotel Sol de Oriente - Pucallpa
539,Vytegra,RU,61.77,scattered clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
543,Bertoua,CM,68.32,light rain,4.5833,13.6833,Hotel De Paris
545,Aksu,CN,82.65,clear sky,41.1231,80.2644,Pudong Holiday Hotel
548,Tshane,BW,65.21,overcast clouds,-24.0196,21.8684,
549,Vao,NC,67.98,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
551,Tari,NG,82.6,overcast clouds,12.4086,4.4914,
552,Atalaia,BR,73.9,overcast clouds,-9.5019,-36.0228,Boteco do tio
553,Lang Suan,TH,78.37,overcast clouds,9.9456,99.0785,Langsuan Resort
554,Jogighopa,IN,76.66,scattered clouds,26.2333,90.5833,DRDA Training center
555,San Quintin,MX,73.78,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
556,Frolishchi,RU,64.63,clear sky,56.4211,42.6533,
557,Harper,LR,75.49,overcast clouds,4.375,-7.7169,Screensaver
559,Kaspiyskiy,RU,78.03,scattered clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
560,Port Blair,IN,80.83,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
561,Gua Musang,MY,74.26,overcast clouds,4.8823,101.9644,Mines Inn Hotel
562,Chimbote,PE,64.42,broken clouds,-9.0853,-78.5783,Hotel Briliá
564,Kibala,TD,75.15,scattered clouds,9.1104,18.3463,Prasant Hotels
566,Barra,BR,75.96,overcast clouds,-11.0894,-43.1417,Pousada Bahia
569,Ranong,TH,77.68,broken clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
570,Parkersburg,US,76.15,overcast clouds,39.2667,-81.5615,The Blennerhassett Hotel
572,Beyneu,KZ,77.32,clear sky,45.3167,55.2,NUR
573,Alugan,PH,78.28,overcast clouds,12.2188,125.4808,JM Lodge
574,Benghazi,LY,80.51,clear sky,32.1167,20.0667,Tibesti Hotel
577,Zeya,RU,72.21,clear sky,53.75,127.2667,Kapital Inn
578,Neryungri,RU,69.8,clear sky,56.6709,124.6491,Pyat' Zvozd
579,Shirokiy,RU,69.85,clear sky,49.758,129.523,
580,Trenggalek,ID,71.01,scattered clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
581,Circleville,US,77.68,overcast clouds,39.6006,-82.946,"Holiday Inn Express & Suites Circleville, an IHG Hotel"
582,San Cristobal,VE,80.78,scattered clouds,7.7669,-72.225,Pirineos
583,Payo,ID,72.39,overcast clouds,-3.7508,103.6372,Mess keban agung
584,Hudson,US,84.2,clear sky,40.7168,-74.0663,Ramada by Wyndham Jersey City
586,Bandarban,BD,74.48,scattered clouds,22.1965,92.2262,HOTEL PLAZA BANDARBAN
590,Sabang,ID,80.58,moderate rain,5.8933,95.3214,Hotel Citra
591,Salinas,US,82.99,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
592,Naze,JP,74.32,clear sky,28.3667,129.4833,Shishime Hotel
593,Pho Thong,TH,80.24,scattered clouds,14.6673,100.4088,Pho Thong Inn
594,Diego De Almagro,CL,65.8,clear sky,-26.3667,-70.05,hotel luna del desierto
595,Abdanan,IR,81.32,clear sky,32.9926,47.4198,خدمات موبایل میرزایی
598,Dwarka,IN,81.93,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
600,Sechura,PE,70.39,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
601,Archidona,ES,80.91,clear sky,37.0965,-4.3887,Hotel Escua
602,Cabedelo,BR,75.87,broken clouds,-6.9811,-34.8339,Pousada Camboinha
603,Ouango,CF,70.86,overcast clouds,4.3133,22.5552,
604,Mormugao,IN,78.13,overcast clouds,15.4,73.8,Coconut Creek Resort
605,Rajbiraj,NP,79.84,overcast clouds,26.5333,86.75,Kolahatta
607,Zhangye,CN,67.42,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
608,Sorong,ID,76.1,broken clouds,-0.8833,131.25,Waigo Splash Hotel
609,Thunder Bay,CA,71.58,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
611,Fez,MA,84.45,clear sky,34.0372,-4.9998,Hotel Mounia Fès
612,Namatanai,PG,81.54,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
614,Korla,CN,81.75,clear sky,41.7597,86.1469,Gulisitan Hotel
615,Nanakuli,US,84.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
616,Moron,AR,69.94,overcast clouds,-34.6534,-58.6198,Hotel Morón
618,Ust-Nera,RU,67.24,scattered clouds,64.5667,143.2,Hotel Ust-Nera
620,San Mariano,PH,72.05,overcast clouds,7.5,126.0,MASING (HOME)
622,Tiarei,PF,78.82,moderate rain,-17.5333,-149.3333,Le Rocher de Tahiti
623,Tripoli,LY,82.04,clear sky,32.8752,13.1875,Al Waddan Hotel
624,Devils Lake,US,75.31,few clouds,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
625,Macapsing,PH,76.68,overcast clouds,15.6783,121.1319,Eloisa rigure cruz
629,Vitim,RU,61.75,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
630,North Bend,US,83.25,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
634,Nahan,IN,77.36,overcast clouds,30.55,77.3,Hotel Heritage Sanyam & Restaurant Ekant
636,Eyl,SO,76.5,clear sky,7.9803,49.8164,Amiin Hotel
637,Banda Aceh,ID,77.52,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
640,Bejar,ES,67.28,clear sky,40.3864,-5.7634,Posada Puerta Grande
642,High Level,CA,78.91,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
644,Moose Jaw,CA,66.45,broken clouds,50.4001,-105.5344,Temple Gardens Hotel & Spa
647,Abapo,BO,79.25,clear sky,-18.8333,-63.4667,
648,Ishinomaki,JP,77.0,few clouds,38.4167,141.3,Ishinomaki Grand Hotel
651,Spencer,US,80.71,overcast clouds,43.1414,-95.1444,Reston Inn & Suites
652,Mayo,US,79.99,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
653,Bonao,DO,82.38,scattered clouds,18.9369,-70.4092,POOL CITY HOTEL Bar & Lounge
654,Middle Island,US,81.28,clear sky,40.8843,-72.9373,Cathedral pines
655,Santa Luzia,BR,70.88,clear sky,-19.7697,-43.8514,Pousada Chao Earth
656,Paita,PE,65.77,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
657,Tutoia,BR,78.46,scattered clouds,-2.7619,-42.2744,Tutóia Pousada Vila Beach
659,Nchelenge,ZM,68.09,broken clouds,-9.3451,28.734,KD Travellers Home
662,Bognor Regis,GB,66.97,overcast clouds,50.7821,-0.6798,Royal Norfolk Hotel
663,San Juan Pueblo,HN,84.96,broken clouds,15.5833,-87.2333,Finca Kathy
664,Rafai,CF,68.94,overcast clouds,4.95,23.9167,
667,Waddan,LY,82.78,clear sky,29.1614,16.139,محل الشريف محمد العايب
670,Wetaskiwin,CA,73.67,scattered clouds,52.9668,-113.3687,Best Western Wayside Inn
671,Yongan,CN,65.5,overcast clouds,39.6957,113.6871,Beiyue International Hotel
672,Mayumba,GA,69.06,few clouds,-3.432,10.6554,LIKWALE LODGE
674,Nizwa,OM,78.06,light rain,22.9333,57.5333,Orient Apartments
675,Okhotsk,RU,61.48,overcast clouds,59.3833,143.3,
676,Yumen,CN,73.49,clear sky,40.2833,97.2,
677,Labuhan,ID,74.14,broken clouds,-6.8844,112.2051,DoubleFAG
678,Inongo,CD,69.55,broken clouds,-1.95,18.2667,Hotel Du Lac
680,Guerrero Negro,MX,81.37,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
681,Krasnoyarka,RU,75.15,overcast clouds,55.3333,73.1167,"Country Complex ""Tsaritsyno"""
682,Guhagar,IN,78.04,light rain,17.4842,73.1929,Hotel Seawinds
683,Bafoulabe,ML,81.09,light rain,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
684,Aanekoski,FI,61.86,broken clouds,62.6946,25.818,Tervahovi
685,Luanda,AO,71.6,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
688,Hailar,CN,64.9,scattered clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
690,Kansas City,US,82.58,scattered clouds,39.0997,-94.5786,Hilton President Kansas City
691,Melo,UY,66.45,broken clouds,-32.3667,-54.1833,Hotel Juana
692,Decatur,US,75.97,overcast clouds,39.8403,-88.9548,Haworth Cottage
693,Tuy Hoa,VN,75.92,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
694,Corlu,TR,67.98,clear sky,41.1592,27.8,Divan Çorlu
695,Kununurra,AU,71.58,scattered clouds,-15.7667,128.7333,Hotel Kununurra
696,Santa Rosa,PH,78.78,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
697,Rameswaram,IN,82.0,overcast clouds,9.2833,79.3,Daiwik Hotels Rameswaram
700,Sola,VU,81.27,broken clouds,-13.8833,167.55,Leumerus Bungalows
701,Pizarro,CO,79.68,light rain,4.9533,-77.366,Hotel Limonar
704,Daru,PG,76.05,overcast clouds,-9.0763,143.2092,Daru Lodge
705,Chuzhou,CN,73.8,clear sky,32.3219,118.2978,GreenTree Inn Chuzhou Langya Mountain Scenic Area Xijian Road Business Hotel
707,Port Arthur,CN,77.22,scattered clouds,38.8,121.2667,Friendship Hotel
708,Lahad Datu,MY,75.52,overcast clouds,5.0268,118.327,The 27th House
709,Sao Felix Do Xingu,BR,81.9,broken clouds,-6.6447,-51.995,Rio Xingu Camping
710,Kingston,JM,77.95,light rain,17.997,-76.7936,The Jamaica Pegasus Hotel
712,Inhambane,MZ,63.21,clear sky,-23.865,35.3833,Oceano
713,Wahpeton,US,75.92,broken clouds,46.2652,-96.6059,Select Inn Breckenridge
715,Raga,SS,69.28,overcast clouds,8.4596,25.678,
716,Ereymentau,KZ,72.14,overcast clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
